Id,Name,Icon,Country,Tactics,TacticsLevels,FirstReward,Reward,Count,Star3
3020707,国家青年队7,100101,30207,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3020708,国家青年队8,100102,30207,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3020709,国家青年队9,100103,30207,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600403:5,1:4:100|2:100105:5|2:600403:2,40,"[1001,1002]"
3020710,国家青年队10,100104,30207,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600404:5,1:4:100|2:100105:5|2:600404:2,40,"[1001,1002]"
3020801,国家青年队1,100105,30208,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3020802,国家青年队2,100106,30208,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3020803,国家青年队3,100107,30208,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600405:5,1:4:100|2:100105:5|2:600405:2,40,"[1001,1002]"
3020804,国家青年队4,100108,30208,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3020805,国家青年队5,100109,30208,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3020806,国家青年队6,100110,30208,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600406:5,1:4:100|2:100105:5|2:600406:2,40,"[1001,1002]"
3020807,国家青年队7,100111,30208,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3020808,国家青年队8,100112,30208,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3020809,国家青年队9,100113,30208,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600407:5,1:4:100|2:100105:5|2:600407:2,40,"[1001,1002]"
3020810,国家青年队10,100114,30208,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600408:5,1:4:100|2:100105:5|2:600408:2,40,"[1001,1002]"
3020901,国家青年队1,100101,30209,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3020902,国家青年队2,100102,30209,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3020903,国家青年队3,100103,30209,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600409:5,1:4:100|2:100105:5|2:600409:2,40,"[1001,1002]"
3020904,国家青年队4,100104,30209,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3020905,国家青年队5,100105,30209,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3020906,国家青年队6,100106,30209,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600410:5,1:4:100|2:100105:5|2:600410:2,40,"[1001,1002]"
3020907,国家青年队7,100107,30209,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3020908,国家青年队8,100108,30209,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3020909,国家青年队9,100109,30209,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600401:5,1:4:100|2:100105:5|2:600401:2,40,"[1001,1002]"
3020910,国家青年队10,100110,30209,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600402:5,1:4:100|2:100105:5|2:600402:2,40,"[1001,1002]"
3021001,国家青年队1,100111,30210,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3021002,国家青年队2,100112,30210,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3021003,国家青年队3,100113,30210,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600403:5,1:4:100|2:100105:5|2:600403:2,40,"[1001,1002]"
3021004,国家青年队4,100114,30210,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3021005,国家青年队5,100101,30210,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3021006,国家青年队6,100102,30210,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600404:5,1:4:100|2:100105:5|2:600404:2,40,"[1001,1002]"
3021007,国家青年队7,100103,30210,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3021008,国家青年队8,100104,30210,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3021009,国家青年队9,100105,30210,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600405:5,1:4:100|2:100105:5|2:600405:2,40,"[1001,1002]"
3021010,国家青年队10,100106,30210,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600406:5,1:4:100|2:100105:5|2:600406:2,40,"[1001,1002]"
3030101,宾厄姆顿大学熊猫队,100107,30301,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030102,布莱恩特大学斗牛犬队,100108,30301,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030103,缅因大学黑熊队,100109,30301,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600407:5,1:4:100|2:100105:5|2:600407:2,40,"[1001,1002]"
3030104,马里兰大学寻回犬队,100110,30301,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030105,马萨诸塞大学河鹰队,100111,30301,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030106,新罕布什尔大学野猫队,100112,30301,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600408:5,1:4:100|2:100105:5|2:600408:2,40,"[1001,1002]"
3030107,新泽西理工学院高地人队,100113,30301,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030108,佛蒙特大学目录队,100114,30301,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030109,中佛罗里达大学骑士队,100101,30301,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600409:5,1:4:100|2:100105:5|2:600409:2,40,"[1001,1002]"
3030110,N步行者,100102,30301,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600410:5,1:4:100|2:100105:5|2:600410:2,40,"[1001,1002]"
3030201,东卡罗来纳大学海盗队,100103,30302,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030202,休斯顿大学美洲狮队,100104,30302,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030203,孟菲斯大学老虎队队,100105,30302,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600401:5,1:4:100|2:100105:5|2:600401:2,40,"[1001,1002]"
3030204,南佛罗里达大学公牛队,100106,30302,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030205,南方卫理公会大学野马队,100107,30302,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030206,天普大学猫头鹰队,100108,30302,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600402:5,1:4:100|2:100105:5|2:600402:2,40,"[1001,1002]"
3030207,杜兰大学绿波队,100109,30302,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030208,塔尔萨大学金色飓风队,100110,30302,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030209,威奇托州立大学震惊者队,100111,30302,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600403:5,1:4:100|2:100105:5|2:600403:2,40,"[1001,1002]"
3030210,波士顿学院老鹰队,100112,30302,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600404:5,1:4:100|2:100105:5|2:600404:2,40,"[1001,1002]"
3030301,克莱姆森大学老虎队,100113,30303,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030302,杜克大学蓝魔队,100114,30303,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030303,佛罗里达州立大学塞米诺尔队,100101,30303,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600405:5,1:4:100|2:100105:5|2:600405:2,40,"[1001,1002]"
3030304,佐治亚理工学院黄色夹克队,100102,30303,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030305,路易斯维尔大学红衣主教队,100103,30303,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030306,迈阿密大学飓风队,100104,30303,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600406:5,1:4:100|2:100105:5|2:600406:2,40,"[1001,1002]"
3030307,飞艇队,100105,30303,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030308,勇者队,100106,30303,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030309,大湖队,100107,30303,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600407:5,1:4:100|2:100105:5|2:600407:2,40,"[1001,1002]"
3030310,国王队,100108,30303,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600408:5,1:4:100|2:100105:5|2:600408:2,40,"[1001,1002]"
3030401,雪城大学橙子队,100109,30304,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030402,弗吉尼亚大学骑士队队,100110,30304,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030403,弗吉尼亚理工学院霍基斯队,100111,30304,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600409:5,1:4:100|2:100105:5|2:600409:2,40,"[1001,1002]"
3030404,维克森林大学恶魔执事队,100112,30304,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030405,奥斯汀皮伊州立大学州长队,100113,30304,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030406,贝拉明大学骑士队,100114,30304,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600410:5,1:4:100|2:100105:5|2:600410:2,40,"[1001,1002]"
3030407,中央阿肯色大学熊队,100101,30304,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030408,东肯塔基大学上校队,100102,30304,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030409,神的母校,100103,30304,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600401:5,1:4:100|2:100105:5|2:600401:2,40,"[1001,1002]"
3030410,工蜂队,100104,30304,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600402:5,1:4:100|2:100105:5|2:600402:2,40,"[1001,1002]"
3030501,杰克逊维尔州立大学斗鸡队,100105,30305,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030502,肯尼索州立大学猫头鹰队,100106,30305,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030503,自由大学火焰队,100107,30305,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600403:5,1:4:100|2:100105:5|2:600403:2,40,"[1001,1002]"
3030504,利普斯科姆大学野牛队,100108,30305,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030505,北阿拉巴马大学狮子队,100109,30305,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030506,北佛罗里达大学鱼鹰队,100110,30305,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600404:5,1:4:100|2:100105:5|2:600404:2,40,"[1001,1002]"
3030507,夏洛特皇后大学[e]皇家队队,100111,30305,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030508,斯泰森大学帽匠队,100112,30305,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030509,戴维森学院野猫队,100113,30305,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600405:5,1:4:100|2:100105:5|2:600405:2,40,"[1001,1002]"
3030510,代顿大学传单队,100114,30305,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600406:5,1:4:100|2:100105:5|2:600406:2,40,"[1001,1002]"
3030601,杜肯大学公爵队,100101,30306,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030602,福特汉姆大学公羊队,100102,30306,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030603,乔治梅森大学爱国者队,100103,30306,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600407:5,1:4:100|2:100105:5|2:600407:2,40,"[1001,1002]"
3030604,乔治华盛顿大学殖民者队,100104,30306,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030605,拉萨尔大学探险家队,100105,30306,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030606,芝加哥洛约拉大学漫步者队,100106,30306,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600408:5,1:4:100|2:100105:5|2:600408:2,40,"[1001,1002]"
3030607,马萨诸塞大学阿默斯特分校民兵队,100107,30306,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030608,罗德岛大学公羊队,100108,30306,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030609,圣文德大学邦妮丝队,100109,30306,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600409:5,1:4:100|2:100105:5|2:600409:2,40,"[1001,1002]"
3030610,数字队,100110,30306,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600410:5,1:4:100|2:100105:5|2:600410:2,40,"[1001,1002]"
3030701,圣约瑟夫大学老鹰队,100111,30307,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030702,圣路易斯大学比利肯斯队,100112,30307,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030703,弗吉尼亚联邦大学公羊队,100113,30307,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600401:5,1:4:100|2:100105:5|2:600401:2,40,"[1001,1002]"
3030704,巴特勒大学斗牛犬队,100114,30307,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030705,克赖顿大学蓝鸟队,100101,30307,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030706,德保罗大学蓝色恶魔队,100102,30307,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600402:5,1:4:100|2:100105:5|2:600402:2,40,"[1001,1002]"
3030707,乔治城大学霍亚斯队,100103,30307,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030708,马凯特大学金鹰队队,100104,30307,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030709,普罗维登斯学院修士队,100105,30307,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600403:5,1:4:100|2:100105:5|2:600403:2,40,"[1001,1002]"
3030710,圣约翰大学红色风暴队,100106,30307,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600404:5,1:4:100|2:100105:5|2:600404:2,40,"[1001,1002]"
3030801,Sudbury Five,100107,30308,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030802,纽芬兰Rogues,100108,30308,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030803,London Lightning,100109,30308,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600405:5,1:4:100|2:100105:5|2:600405:2,40,"[1001,1002]"
3030804,Windsor Express,100110,30308,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030805,奥克兰县法老,100111,30308,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030806,KW Titans,100112,30308,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600406:5,1:4:100|2:100105:5|2:600406:2,40,"[1001,1002]"
3030807,詹姆斯敦豺狼,100113,30308,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030808,纽芬兰Rogues,100114,30308,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030809,London Lightning,100101,30308,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600407:5,1:4:100|2:100105:5|2:600407:2,40,"[1001,1002]"
3030810,Windsor Express,100102,30308,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600408:5,1:4:100|2:100105:5|2:600408:2,40,"[1001,1002]"
3030901,Metropolitanos,100103,30309,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030902,Matanzas,100104,30309,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030903,Mayabeque,100105,30309,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600409:5,1:4:100|2:100105:5|2:600409:2,40,"[1001,1002]"
3030904,Pinar del Rio,100106,30309,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030905,Artemisa,100107,30309,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030906,圣斯皮里图斯,100108,30309,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600410:5,1:4:100|2:100105:5|2:600410:2,40,"[1001,1002]"
3030907,圣地亚哥,100109,30309,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030908,谢戈德阿维拉,100110,30309,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3030909,比亚克拉拉,100111,30309,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600401:5,1:4:100|2:100105:5|2:600401:2,40,"[1001,1002]"
3030910,Capitalinos,100112,30309,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600402:5,1:4:100|2:100105:5|2:600402:2,40,"[1001,1002]"
3031001,太空人,100113,30310,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3031002,多拉多斯,100114,30310,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3031003,阿比查斯,100101,30310,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600403:5,1:4:100|2:100105:5|2:600403:2,40,"[1001,1002]"
3031004,富尔萨雷吉亚,100102,30310,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3031005,利伯塔多瑞斯,100103,30310,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3031006,普拉特罗斯,100104,30310,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600404:5,1:4:100|2:100105:5|2:600404:2,40,"[1001,1002]"
3031007,米拿罗斯,100105,30310,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3031008,墨西卡利,100106,30310,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3031009,夏拉帕,100107,30310,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600405:5,1:4:100|2:100105:5|2:600405:2,40,"[1001,1002]"
3031010,克雷卡米诺斯,100108,30310,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600406:5,1:4:100|2:100105:5|2:600406:2,40,"[1001,1002]"
3040101,国家青年队1,100109,30401,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040102,国家青年队2,100110,30401,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040103,国家青年队3,100111,30401,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600407:5,1:4:100|2:100105:5|2:600407:2,40,"[1001,1002]"
3040104,国家青年队4,100112,30401,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040105,国家青年队5,100113,30401,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040106,国家青年队6,100114,30401,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600408:5,1:4:100|2:100105:5|2:600408:2,40,"[1001,1002]"
3040107,国家青年队7,100101,30401,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040108,国家青年队8,100102,30401,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040109,国家青年队9,100103,30401,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600409:5,1:4:100|2:100105:5|2:600409:2,40,"[1001,1002]"
3040110,国家青年队10,100104,30401,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600410:5,1:4:100|2:100105:5|2:600410:2,40,"[1001,1002]"
3040201,国家青年队1,100105,30402,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040202,国家青年队2,100106,30402,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040203,国家青年队3,100107,30402,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600501:5,1:4:100|2:100105:5|2:600501:2,40,"[1001,1002]"
3040204,国家青年队4,100108,30402,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040205,国家青年队5,100109,30402,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040206,国家青年队6,100110,30402,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600502:5,1:4:100|2:100105:5|2:600502:2,40,"[1001,1002]"
3040207,国家青年队7,100111,30402,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040208,国家青年队8,100112,30402,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040209,国家青年队9,100113,30402,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600503:5,1:4:100|2:100105:5|2:600503:2,40,"[1001,1002]"
3040210,国家青年队10,100114,30402,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600504:5,1:4:100|2:100105:5|2:600504:2,40,"[1001,1002]"
3040301,加勒比风暴群岛,100101,30403,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040302,巴兰基亚泰坦,100102,30403,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040303,波哥大海盗,100103,30403,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600505:5,1:4:100|2:100105:5|2:600505:2,40,"[1001,1002]"
3040304,巧克力栗色,100104,30403,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040305,卡利队,100105,30403,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040306,布卡罗斯,100106,30403,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600506:5,1:4:100|2:100105:5|2:600506:2,40,"[1001,1002]"
3040307,卡塔赫纳海盗,100107,30403,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040308,昆迪纳马卡秃鹰,100108,30403,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040309,卡塔赫纳海盗,100109,30403,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600507:5,1:4:100|2:100105:5|2:600507:2,40,"[1001,1002]"
3040310,昆迪纳马卡秃鹰,100110,30403,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600508:5,1:4:100|2:100105:5|2:600508:2,40,"[1001,1002]"
3040401,国家青年队1,100111,30404,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
3040402,国家青年队2,100112,30404,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
