Id,CostNum,CostUnit,BuffType,BuffValue,BuffValueShow
12376,6.0,282,3,10.0,10
12377,9.0,282,0,2.0,2
12378,12.0,282,2,10.0,10
12379,30.0,282,4,10.0,10
12380,60.0,282,5,10.0,10
12381,150.0,282,6,10.0,10
12382,200.0,282,7,10.0,10
12383,300.0,282,8,10.0,10
12384,400.0,282,9,10.0,10
12385,500.0,282,0,5.0,5
12386,2.0,283,10,10.0,10
12387,15.0,283,1,10.0,10
12388,50.0,283,8,10.0,10
12389,100.0,283,5,10.0,10
12390,200.0,283,6,10.0,10
12391,300.0,283,4,10.0,10
12392,500.0,283,3,8.0,8
12393,3.0,284,3,8.0,8
12394,5.0,284,2,8.0,8
12395,7.0,284,1,8.0,8
12396,9.0,284,4,8.0,8
12397,11.0,284,5,8.0,8
12398,13.0,284,6,8.0,8
12399,15.0,284,7,8.0,8
12400,17.0,284,0,5.0,5
12401,19.0,284,9,8.0,8
12402,21.0,284,10,8.0,8
12403,1.0,285,1,7.0,7
12404,6.0,285,2,7.0,7
12405,9.0,285,0,3.0,3
12406,15.0,285,3,7.0,7
12407,30.0,285,4,7.0,7
12408,80.0,285,5,7.0,7
12409,160.0,285,6,7.0,7
12410,300.0,285,7,7.0,7
12411,440.0,285,8,7.0,7
12412,580.0,285,9,7.0,7
12413,720.0,285,10,8.0,8
12414,1.0,286,1,6.0,6
12415,6.0,286,3,6.0,6
12416,15.0,286,2,6.0,6
12417,30.0,286,4,6.0,6
12418,90.0,286,5,6.0,6
12419,110.0,286,6,6.0,6
12420,130.0,286,7,6.0,6
12421,150.0,286,8,6.0,6
12422,170.0,286,9,6.0,6
12423,360.0,286,0,10.0,10
12424,10.0,287,0,6.0,6
12425,10.0,287,1,10.0,10
12426,10.0,287,2,10.0,10
12427,10.0,287,4,10.0,10
12428,20.0,287,5,10.0,10
12429,20.0,287,6,10.0,10
12430,20.0,287,7,10.0,10
12431,20.0,287,8,10.0,10
12432,20.0,287,9,10.0,10
12433,20.0,287,10,10.0,10
12434,10.0,288,1,10.0,10
12435,10.0,288,2,10.0,10
12436,10.0,288,3,10.0,10
12437,10.0,288,4,10.0,10
12438,10.0,288,5,10.0,10
12439,10.0,288,6,10.0,10
12440,10.0,288,7,10.0,10
12441,10.0,288,8,10.0,10
12442,10.0,288,9,10.0,10
12443,10.0,288,10,10.0,10
12444,9.0,289,0,2.0,2
12445,10.0,289,1,8.0,8
12446,20.0,289,3,8.0,8
12447,30.0,289,4,8.0,8
12448,40.0,289,5,8.0,8
12449,50.0,289,6,8.0,8
12450,60.0,289,7,8.0,8
12451,70.0,289,10,10.0,10
12452,1.0,290,5,5.0,5
12453,2.0,290,6,5.0,5
12454,3.0,290,7,5.0,5
12455,4.0,290,8,5.0,5
12456,5.0,290,9,5.0,5
12457,6.0,290,0,5.0,5
12458,12.0,290,2,8.0,8
12459,18.0,290,3,8.0,8
12460,24.0,290,4,8.0,8
12461,30.0,290,5,8.0,8
12462,36.0,290,6,8.0,8
12463,42.0,290,7,8.0,8
12464,48.0,290,8,8.0,8
12465,54.0,290,1,8.0,8
12466,5.0,291,2,10.0,10
12467,15.0,291,3,10.0,10
12468,36.0,291,4,10.0,10
12469,57.0,291,3,10.0,10
12470,78.0,291,4,10.0,10
12471,99.0,291,6,10.0,10
12472,120.0,291,6,10.0,10
12473,141.0,291,9,10.0,10
12474,162.0,291,10,10.0,10
12475,9.0,292,0,2.0,2
12476,10.0,292,4,6.0,6
12477,10.0,292,6,6.0,6
12478,10.0,292,7,6.0,6
12479,10.0,292,8,6.0,6
12480,10.0,292,9,6.0,6
12481,5.0,293,5,6.0,6
12482,15.0,293,4,6.0,6
12483,36.0,293,10,6.0,6
12484,57.0,293,4,6.0,6
12485,120.0,293,5,6.0,6
12486,240.0,293,6,6.0,6
12487,460.0,293,7,6.0,6
12488,680.0,293,2,6.0,6
12489,900.0,293,1,6.0,6
12490,5.0,294,3,3.0,3
12491,15.0,294,1,8.0,8
12492,36.0,294,7,8.0,8
12493,57.0,294,2,8.0,8
12494,120.0,294,0,2.0,2
12495,240.0,294,5,8.0,8
12496,460.0,294,6,8.0,8
12497,680.0,294,10,8.0,8
12498,900.0,294,9,8.0,8
12499,950.0,294,8,8.0,8
12500,1.0,295,1,10.0,10
12501,3.0,295,2,10.0,10
12502,5.0,295,3,10.0,10
12503,7.0,295,4,10.0,10
12504,9.0,295,0,2.0,2
12505,9.0,295,5,10.0,10
12506,11.0,295,6,10.0,10
12507,13.0,295,7,10.0,10
12508,15.0,295,8,10.0,10
12509,17.0,295,9,10.0,10
12510,19.0,295,10,10.0,10
12511,1.0,296,4,10.0,10
12512,5.0,296,0,8.0,8
12513,15.0,296,1,10.0,10
12514,25.0,296,6,10.0,10
12515,35.0,296,5,10.0,10
12516,45.0,296,6,10.0,10
12517,55.0,296,5,10.0,10
12518,65.0,296,6,10.0,10
12519,1.0,297,0,3.0,3
12520,6.0,297,2,10.0,10
12521,11.0,297,1,10.0,10
12522,16.0,297,7,10.0,10
12523,21.0,297,10,10.0,10
12524,26.0,297,8,10.0,10
12525,31.0,297,1,10.0,10
12526,36.0,297,2,10.0,10
12527,41.0,297,9,10.0,10
12528,2.0,298,1,10.0,10
12529,5.0,298,5,10.0,10
12530,8.0,298,2,10.0,10
12531,9.0,298,0,2.0,2
12532,10.0,298,3,10.0,10
12533,30.0,298,4,10.0,10
12534,55.0,298,0,3.0,3
12535,65.0,298,10,10.0,10
12536,75.0,298,8,10.0,10
12537,85.0,298,9,10.0,10
12538,95.0,298,10,10.0,10
12539,105.0,298,7,10.0,10
12540,2.0,299,1,10.0,10
12541,5.0,299,7,10.0,10
12542,8.0,299,10,10.0,10
12543,10.0,299,10,10.0,10
12544,30.0,299,3,10.0,10
12545,60.0,299,4,10.0,10
12546,70.0,299,9,10.0,10
12547,80.0,299,6,10.0,10
12548,90.0,299,7,10.0,10
12549,10.0,300,8,8.0,8
12550,40.0,300,10,8.0,8
12551,70.0,300,4,8.0,8
12552,100.0,300,10,8.0,8
12553,130.0,300,2,8.0,8
12554,160.0,300,3,8.0,8
12555,600.0,300,0,8.0,8
