Id,Portrait,Star,Skills,ClubId,Name,Ability,Number,AdaptPosition,Quality,GiftIds,Power
50055078,90120306,1,[0],5005507,Webb,"{""1"":2944,""2"":3788,""3"":2465,""4"":2748,""5"":1928,""6"":3043,""7"":3857,""8"":4101,""9"":2800,""10"":3538}",1,[4],2,[0],93
50055079,90120307,1,[0],5005507,Riva,"{""1"":3731,""2"":4975,""3"":2974,""4"":3136,""5"":2130,""6"":3385,""7"":4747,""8"":4952,""9"":3469,""10"":4374}",1,[5],2,[0],93
50055080,90120307,1,[0],5005508,Howar,"{""1"":3336,""2"":2039,""3"":3654,""4"":3895,""5"":3724,""6"":2584,""7"":1383,""8"":1711,""9"":3729,""10"":3108}",20,[1],2,[0],96
50055081,90120308,1,[0],5005508,Sebastian,"{""1"":3855,""2"":2011,""3"":3150,""4"":3734,""5"":3541,""6"":2584,""7"":1844,""8"":1309,""9"":3729,""10"":3177}",8,[2],2,[0],88
50055082,90120304,1,[0],5005508,Harvey,"{""1"":3736,""2"":3282,""3"":2898,""4"":3666,""5"":3631,""6"":3492,""7"":2933,""8"":4295,""9"":3806,""10"":3701}",0,[3],2,[0],88
50055083,90120302,1,[0],5005508,Blanche,"{""1"":2325,""2"":3520,""3"":2168,""4"":2641,""5"":1770,""6"":3003,""7"":3995,""8"":4351,""9"":2570,""10"":3073}",3,[4],2,[0],98
50055084,90120303,1,[0],5005508,Walker,"{""1"":2608,""2"":3939,""3"":2107,""4"":2434,""5"":2004,""6"":3247,""7"":4176,""8"":4448,""9"":2570,""10"":3247}",23,[5],2,[0],99
50055085,90120307,1,[0],5005508,Gale,"{""1"":3186,""2"":2243,""3"":3489,""4"":4241,""5"":5237,""6"":3726,""7"":1705,""8"":1882,""9"":4102,""10"":3265}",1,[1],2,[0],85
50055086,90120308,1,[0],5005508,Abigail,"{""1"":3533,""2"":1813,""3"":2493,""4"":3578,""5"":2996,""6"":2228,""7"":1751,""8"":1133,""9"":3595,""10"":2996}",33,[2],2,[0],86
50055087,90120305,1,[0],5005508,Kelly,"{""1"":4341,""2"":3419,""3"":3342,""4"":4071,""5"":3687,""6"":3572,""7"":3226,""8"":3880,""9"":4110,""10"":4033}",10,[3],2,[0],96
50055088,90120306,1,[0],5005508,Beatrice,"{""1"":3146,""2"":3872,""3"":2420,""4"":2775,""5"":2197,""6"":3419,""7"":3945,""8"":4840,""9"":2796,""10"":3457}",39,[4],2,[0],89
50055089,90120306,1,[0],5005508,Maxwell,"{""1"":2869,""2"":4333,""3"":2318,""4"":2677,""5"":2204,""6"":3572,""7"":4594,""8"":4893,""9"":2827,""10"":3572}",16,[5],2,[0],94
50055090,90120304,1,[0],5005509,Harley,"{""1"":3258,""2"":2228,""3"":3608,""4"":4014,""5"":4046,""6"":2856,""7"":1396,""8"":1703,""9"":3850,""10"":3173}",33,[1],2,[0],88
50055091,90120303,1,[0],5005509,Dawn,"{""1"":4257,""2"":2482,""3"":3956,""4"":4500,""5"":3987,""6"":3138,""7"":2482,""8"":1710,""9"":4400,""10"":3772}",9,[2],2,[0],80
50055092,90120308,1,[0],5005509,Dwight,"{""1"":3702,""2"":3279,""3"":3279,""4"":3702,""5"":3420,""6"":3526,""7"":3314,""8"":3385,""9"":3843,""10"":3878}",25,[3],2,[0],81
50055093,90120302,1,[0],5005509,Vita,"{""1"":1650,""2"":2623,""3"":1523,""4"":1858,""5"":1100,""6"":1692,""7"":2292,""8"":3110,""9"":1833,""10"":2362}",1,[4],2,[0],96
50055094,90120307,1,[0],5005509,Rita,"{""1"":2634,""2"":3638,""3"":2008,""4"":2457,""5"":1999,""6"":3138,""7"":3942,""8"":4442,""9"":2736,""10"":3349}",10,[5],2,[0],91
50055095,90120303,1,[0],5005509,Parker,"{""1"":3176,""2"":2451,""3"":4459,""4"":4192,""5"":4869,""6"":3413,""7"":1536,""8"":1901,""9"":4329,""10"":3335}",32,[1],2,[0],88
50055096,90120302,1,[0],5005509,Bonnie,"{""1"":5040,""2"":2699,""3"":4095,""4"":4950,""5"":5496,""6"":4149,""7"":2855,""8"":1978,""9"":4700,""10"":4149}",24,[2],2,[0],100
50055097,90120307,1,[0],5005509,Jared,"{""1"":3529,""2"":2831,""3"":2870,""4"":3452,""5"":2870,""6"":3064,""7"":3064,""8"":3568,""9"":3490,""10"":3490}",26,[3],2,[0],87
50055098,90120302,1,[0],5005509,Adam,"{""1"":1990,""2"":2792,""3"":1746,""4"":2044,""5"":1337,""6"":2171,""7"":2873,""8"":3638,""9"":1986,""10"":2637}",21,[4],2,[0],95
50055099,90120306,1,[0],5005509,Beverly,"{""1"":2723,""2"":4235,""3"":2374,""4"":2703,""5"":2253,""6"":3645,""7"":4639,""8"":4018,""9"":3196,""10"":3645}",17,[5],2,[0],88
50055100,90120302,1,[0],5005510,Nelson,"{""1"":3962,""2"":2734,""3"":4544,""4"":4667,""5"":5286,""6"":3773,""7"":1858,""8"":2392,""9"":4699,""10"":3773}",9,[1],2,[0],85
50055101,90120301,1,[0],5005510,Hazel,"{""1"":3357,""2"":2136,""3"":3328,""4"":3848,""5"":3887,""6"":2990,""7"":2193,""8"":1264,""9"":3802,""10"":3204}",20,[2],2,[0],91
50055102,90120308,1,[0],5005510,Valentine,"{""1"":4093,""2"":3488,""3"":3097,""4"":3773,""5"":3631,""6"":3488,""7"":2848,""8"":3132,""9"":3880,""10"":3915}",9,[3],2,[0],89
50055103,90120304,1,[0],5005510,Pag,"{""1"":3844,""2"":4528,""3"":2499,""4"":3056,""5"":1967,""6"":3310,""7"":4489,""8"":5482,""9"":3132,""10"":4378}",10,[4],2,[0],81
50055104,90120303,1,[0],5005510,Cecilia,"{""1"":3204,""2"":4741,""3"":2451,""4"":2935,""5"":2392,""6"":4165,""7"":5414,""8"":5482,""9"":3417,""10"":3951}",7,[5],2,[0],83
50055105,90120304,1,[0],5005510,Mandel,"{""1"":3741,""2"":2287,""3"":4098,""4"":4368,""5"":4176,""6"":2897,""7"":1551,""8"":1918,""9"":4182,""10"":3485}",5,[1],2,[0],99
50055106,90120307,1,[0],5005510,Bruce,"{""1"":4998,""2"":2850,""3"":4479,""4"":4953,""5"":5803,""6"":4464,""7"":3070,""8"":1586,""9"":4886,""10"":4190}",13,[2],2,[0],86
50055107,90120404,1,[0],5005510,Rock,"{""1"":1958,""2"":2192,""3"":1997,""4"":2584,""5"":2310,""6"":2272,""7"":1997,""8"":2350,""9"":2545,""10"":2506}",3,[3],2,[0],80
50055108,90120407,1,[0],5005510,Christine,"{""1"":3031,""2"":3900,""3"":2538,""4"":2829,""5"":1986,""6"":3133,""7"":3970,""8"":4221,""9"":2882,""10"":3641}",50,[4],2,[0],91
50055109,90120407,1,[0],5005510,Max,"{""1"":3524,""2"":5215,""3"":2696,""4"":3229,""5"":2631,""6"":4582,""7"":5955,""8"":6030,""9"":3759,""10"":4346}",7,[5],2,[0],88
50056010,90120402,1,[0],5005601,William,"{""1"":3566,""2"":2158,""3"":4380,""4"":4161,""5"":5056,""6"":3491,""7"":1485,""8"":1755,""9"":4075,""10"":3396}",3,[1],2,[0],100
50056011,90120405,1,[0],5005601,Herbert,"{""1"":2774,""2"":1777,""3"":1990,""4"":2957,""5"":2971,""6"":2190,""7"":1447,""8"":1063,""9"":3047,""10"":2476}",55,[2],2,[0],100
50056012,90120408,1,[0],5005601,Antony,"{""1"":3587,""2"":2825,""3"":2761,""4"":3364,""5"":3047,""6"":2952,""7"":2666,""8"":3206,""9"":3396,""10"":3333}",19,[3],2,[0],99
50056013,90120403,1,[0],5005601,Olga,"{""1"":2028,""2"":2780,""3"":1628,""4"":1996,""5"":1568,""6"":2317,""7"":2352,""8"":3199,""9"":1981,""10"":2444}",23,[4],2,[0],96
50056014,90120403,1,[0],5005601,Simon,"{""1"":3228,""2"":3999,""3"":2509,""4"":2617,""5"":2311,""6"":3301,""7"":3837,""8"":3955,""9"":2869,""10"":3587}",11,[5],2,[0],93
50056015,90120404,1,[0],5005601,Godfery,"{""1"":2713,""2"":1676,""3"":3212,""4"":3373,""5"":2875,""6"":1990,""7"":1195,""8"":1393,""9"":3226,""10"":2619}",14,[1],2,[0],84
50056016,90120405,1,[0],5005601,Edwina,"{""1"":4698,""2"":2430,""3"":4225,""4"":4377,""5"":4176,""6"":3072,""7"":2179,""8"":1676,""9"":4441,""10"":3666}",16,[2],2,[0],84
50056017,90120408,1,[0],5005601,Gwendolyn,"{""1"":4294,""2"":3561,""3"":3282,""4"":3666,""5"":3212,""6"":3422,""7"":3387,""8"":3561,""9"":3736,""10"":3840}",21,[3],2,[0],88
50056018,90120406,1,[0],5005601,Ulysses,"{""1"":2356,""2"":3687,""3"":2136,""4"":2522,""5"":1748,""6"":3143,""7"":4176,""8"":4839,""9"":2626,""10"":3282}",51,[4],2,[0],81
50056019,90120404,1,[0],5005601,Porter,"{""1"":2765,""2"":4065,""3"":1959,""4"":2433,""5"":1833,""6"":3282,""7"":4402,""8"":4595,""9"":2682,""10"":3387}",5,[5],2,[0],91
50056020,90120403,1,[0],5005602,Ford,"{""1"":2520,""2"":1583,""3"":2834,""4"":3095,""5"":2933,""6"":2108,""7"":1109,""8"":1294,""9"":3191,""10"":2465}",7,[1],2,[0],90
50056021,90120406,1,[0],5005602,Joyce,"{""1"":2834,""2"":1816,""3"":2033,""4"":3021,""5"":3035,""6"":2238,""7"":1479,""8"":1086,""9"":3113,""10"":2530}",10,[2],2,[0],98
50056022,90120404,1,[0],5005602,Michell,"{""1"":3470,""2"":3048,""3"":2692,""4"":3405,""5"":3373,""6"":3243,""7"":2724,""8"":3989,""9"":3535,""10"":3438}",8,[3],2,[0],95
50056023,90120407,1,[0],5005602,Bruno,"{""1"":1926,""2"":2958,""3"":1693,""4"":2067,""5"":1202,""6"":1978,""7"":2825,""8"":3451,""9"":2076,""10"":2465}",26,[4],2,[0],93
50056024,90120405,1,[0],5005602,Albert,"{""1"":2101,""2"":3502,""3"":1819,""4"":2260,""5"":1748,""6"":2919,""7"":3879,""8"":4313,""9"":2465,""10"":3081}",3,[5],2,[0],84
50056025,90120401,1,[0],5005602,Sebastian,"{""1"":2772,""2"":1741,""3"":3117,""4"":3405,""5"":3226,""6"":2319,""7"":1220,""8"":1423,""9"":3510,""10"":2712}",12,[1],2,[0],97
50056026,90120408,1,[0],5005602,Nora,"{""1"":4554,""2"":2597,""3"":4081,""4"":4512,""5"":5287,""6"":4067,""7"":2797,""8"":1444,""9"":4452,""10"":3817}",11,[2],2,[0],93
50056027,90120405,1,[0],5005602,Elaine,"{""1"":2034,""2"":1998,""3"":1819,""4"":2354,""5"":1998,""6"":2247,""7"":2284,""8"":2034,""9"":2497,""10"":2247}",11,[3],2,[0],81
50056028,90120408,1,[0],5005602,Linda,"{""1"":2761,""2"":3639,""3"":2152,""4"":2669,""5"":1832,""6"":2996,""7"":3849,""8"":4145,""9"":2712,""10"":3175}",19,[4],2,[0],90
50056029,90120407,1,[0],5005602,Norma,"{""1"":3820,""2"":4666,""3"":2548,""4"":2941,""5"":1948,""6"":3746,""7"":5287,""8"":5244,""9"":3139,""10"":4210}",1,[5],2,[0],99
50056030,90120404,1,[0],5005603,Bart,"{""1"":3686,""2"":2544,""3"":4228,""4"":4342,""5"":4918,""6"":3511,""7"":1729,""8"":2226,""9"":4372,""10"":3511}",8,[1],2,[0],80
50056031,90120401,1,[0],5005603,Juliet,"{""1"":3352,""2"":2093,""3"":2878,""4"":3580,""5"":3574,""6"":2749,""7"":1987,""8"":1192,""9"":3736,""10"":3014}",6,[2],2,[0],84
50056032,90120407,1,[0],5005603,Winston,"{""1"":2451,""2"":2352,""3"":2087,""4"":2550,""5"":2186,""6"":2120,""7"":1888,""8"":2285,""9"":2749,""10"":2616}",3,[3],2,[0],92
50056033,90120406,1,[0],5005603,Martha,"{""1"":1967,""2"":3021,""3"":1729,""4"":2111,""5"":1227,""6"":2020,""7"":2885,""8"":3524,""9"":2120,""10"":2517}",10,[4],2,[0],80
50056034,90120404,1,[0],5005603,Ronald,"{""1"":2474,""2"":3736,""3"":1999,""4"":2308,""5"":1901,""6"":3080,""7"":3961,""8"":4219,""9"":2438,""10"":3080}",25,[5],2,[0],82
50056035,90120405,1,[0],5005603,Freda,"{""1"":2563,""2"":2186,""3"":4022,""4"":4148,""5"":5115,""6"":3534,""7"":1486,""8"":1735,""9"":3847,""10"":3024}",22,[1],2,[0],81
50056036,90120401,1,[0],5005603,Eileen,"{""1"":4399,""2"":2565,""3"":4088,""4"":4651,""5"":4121,""6"":3243,""7"":2565,""8"":1767,""9"":4546,""10"":3898}",9,[2],2,[0],98
50056037,90120402,1,[0],5005603,Belinda,"{""1"":4481,""2"":3716,""3"":3424,""4"":3826,""5"":3352,""6"":3571,""7"":3534,""8"":3716,""9"":3898,""10"":4007}",2,[3],2,[0],95
50056038,90120401,1,[0],5005603,Gerald,"{""1"":2558,""2"":3760,""3"":2754,""4"":2632,""5"":2274,""6"":3534,""7"":3979,""8"":3774,""9"":3002,""10"":3279}",20,[4],2,[0],82
50056039,90120405,1,[0],5005603,Roxanne,"{""1"":2721,""2"":3760,""3"":2075,""4"":2539,""5"":2066,""6"":3243,""7"":4073,""8"":4590,""9"":2827,""10"":3461}",31,[5],2,[0],92
50056040,90120405,1,[0],5005604,Toby,"{""1"":2379,""2"":2002,""3"":4005,""4"":3888,""5"":4701,""6"":3212,""7"":1339,""8"":1633,""9"":3651,""10"":2874}",1,[1],2,[0],100
50056041,90120408,1,[0],5005604,Harold,"{""1"":2955,""2"":1893,""3"":2120,""4"":3149,""5"":3165,""6"":2333,""7"":1542,""8"":1133,""9"":3246,""10"":2637}",32,[2],2,[0],85
50056042,90120407,1,[0],5005604,Kristin,"{""1"":3009,""2"":2502,""3"":2299,""4"":3111,""5"":2603,""6"":2603,""7"":2434,""8"":2908,""9"":3347,""10"":3077}",11,[3],2,[0],80
50056043,90120403,1,[0],5005604,Dave,"{""1"":1461,""2"":2110,""3"":1461,""4"":1782,""5"":1055,""6"":1623,""7"":2110,""8"":2793,""9"":1866,""10"":2434}",14,[4],2,[0],82
50056044,90120404,1,[0],5005604,Beverly,"{""1"":2373,""2"":3692,""3"":2069,""4"":2357,""5"":1964,""6"":3178,""7"":4044,""8"":3503,""9"":2786,""10"":3178}",2,[5],2,[0],98
50056045,90120405,1,[0],5005604,Stephanie,"{""1"":2890,""2"":1785,""3"":3422,""4"":3593,""5"":3062,""6"":2120,""7"":1272,""8"":1484,""9"":3436,""10"":2790}",31,[1],2,[0],98
50056046,90120407,1,[0],5005604,Angelo,"{""1"":4705,""2"":2857,""3"":3927,""4"":4748,""5"":5270,""6"":3794,""7"":2321,""8"":1823,""9"":5133,""10"":4054}",55,[2],2,[0],91
50056047,90120407,1,[0],5005604,Abel,"{""1"":3905,""2"":3458,""3"":3458,""4"":3905,""5"":3608,""6"":3719,""7"":3496,""8"":3571,""9"":4054,""10"":4091}",92,[3],2,[0],85
50056048,90120405,1,[0],5005604,Bennett,"{""1"":3716,""2"":5311,""3"":2644,""4"":3067,""5"":2103,""6"":3571,""7"":4689,""8"":5206,""9"":3391,""10"":4128}",7,[4],2,[0],90
50056049,90120401,1,[0],5005604,Bishop,"{""1"":2946,""2"":4329,""3"":2087,""4"":2593,""5"":1953,""6"":3496,""7"":4689,""8"":4894,""9"":2857,""10"":3608}",9,[5],2,[0],81
50056050,90120404,1,[0],5005605,Ellis,"{""1"":4521,""2"":2641,""3"":4704,""4"":4704,""5"":4650,""6"":3265,""7"":1679,""8"":2411,""9"":4564,""10"":3839}",12,[1],2,[0],85
50056051,90120406,1,[0],5005605,Thomas,"{""1"":4580,""2"":2612,""3"":4105,""4"":4539,""5"":5317,""6"":4090,""7"":2813,""8"":1453,""9"":4478,""10"":3839}",11,[2],2,[0],96
50056052,90120403,1,[0],5005605,Darren,"{""1"":1722,""2"":1866,""3"":2225,""4"":2332,""5"":1722,""6"":1722,""7"":1758,""8"":2153,""9"":2332,""10"":2153}",13,[3],2,[0],81
50056053,90120408,1,[0],5005605,Shirley,"{""1"":1808,""2"":2239,""3"":1582,""4"":1952,""5"":1306,""6"":2081,""7"":2612,""8"":3114,""9"":2009,""10"":2440}",4,[4],2,[0],87
50056054,90120402,1,[0],5005605,Modesty,"{""1"":2519,""2"":3789,""3"":2013,""4"":2501,""5"":1808,""6"":3229,""7"":4385,""8"":4270,""9"":2985,""10"":3588}",15,[5],2,[0],97
50056055,90120401,1,[0],5005605,Merry,"{""1"":3274,""2"":2589,""3"":4630,""4"":4312,""5"":5168,""6"":3631,""7"":1563,""8"":2045,""9"":4452,""10"":3315}",14,[1],2,[0],81
50056056,90120401,1,[0],5005605,Vera,"{""1"":3631,""2"":1863,""3"":2562,""4"":3676,""5"":3079,""6"":2289,""7"":1800,""8"":1164,""9"":3694,""10"":3079}",10,[2],2,[0],89
50056057,90120401,1,[0],5005605,Earl,"{""1"":3592,""2"":2881,""3"":2921,""4"":3512,""5"":2921,""6"":3119,""7"":3119,""8"":3631,""9"":3552,""10"":3552}",14,[3],2,[0],91
50056058,90120406,1,[0],5005605,Wayne,"{""1"":3055,""2"":3931,""3"":2558,""4"":2851,""5"":2001,""6"":3157,""7"":4002,""8"":4255,""9"":2905,""10"":3671}",6,[4],2,[0],96
50056059,90120404,1,[0],5005605,Mamie,"{""1"":2771,""2"":4310,""3"":2416,""4"":2751,""5"":2294,""6"":3710,""7"":4720,""8"":4089,""9"":3253,""10"":3710}",9,[5],2,[0],93
50056060,90120407,1,[0],5005606,Clark,"{""1"":2707,""2"":1673,""3"":3206,""4"":3366,""5"":2869,""6"":1986,""7"":1192,""8"":1390,""9"":3220,""10"":2613}",11,[1],2,[0],100
50056061,90120407,1,[0],5005606,Brook,"{""1"":2925,""2"":1645,""3"":2721,""4"":3246,""5"":3352,""6"":2404,""7"":1589,""8"":1063,""9"":3345,""10"":2683}",13,[2],2,[0],87
50056062,90120403,1,[0],5005606,Quintion,"{""1"":3728,""2"":3275,""3"":2892,""4"":3659,""5"":3624,""6"":3485,""7"":2927,""8"":4286,""9"":3798,""10"":3694}",7,[3],2,[0],100
50056063,90120405,1,[0],5005606,Orville,"{""1"":1631,""2"":2592,""3"":1505,""4"":1836,""5"":1087,""6"":1673,""7"":2265,""8"":3073,""9"":1812,""10"":2335}",8,[4],2,[0],95
50056064,90120402,1,[0],5005606,Sandra,"{""1"":3732,""2"":4558,""3"":2488,""4"":2873,""5"":1903,""6"":3659,""7"":5164,""8"":5122,""9"":3066,""10"":4112}",1,[5],2,[0],99
50056065,90120405,1,[0],5005606,Berg,"{""1"":2696,""2"":2300,""3"":4232,""4"":4364,""5"":5381,""6"":3718,""7"":1564,""8"":1825,""9"":4048,""10"":3181}",4,[1],2,[0],98
50056066,90120407,1,[0],5005606,Elton,"{""1"":3615,""2"":2300,""3"":3584,""4"":4144,""5"":4186,""6"":3220,""7"":2361,""8"":1361,""9"":4093,""10"":3450}",20,[2],2,[0],86
50056067,90120408,1,[0],5005606,Wilbur,"{""1"":1916,""2"":2146,""3"":1955,""4"":2530,""5"":2262,""6"":2223,""7"":1955,""8"":2300,""9"":2492,""10"":2453}",8,[3],2,[0],94
50056068,90120408,1,[0],5005606,Everley,"{""1"":2553,""2"":3863,""3"":2380,""4"":2900,""5"":1944,""6"":3297,""7"":4385,""8"":4776,""9"":2822,""10"":3373}",17,[4],2,[0],96
50056069,90120404,1,[0],5005606,King,"{""1"":4105,""2"":5014,""3"":2737,""4"":3160,""5"":2093,""6"":4025,""7"":5680,""8"":5634,""9"":3373,""10"":4523}",50,[5],2,[0],80
50056070,90120403,1,[0],5005607,Jocelyn,"{""1"":2476,""2"":2083,""3"":4168,""4"":4047,""5"":4893,""6"":3343,""7"":1394,""8"":1700,""9"":3801,""10"":2991}",14,[1],2,[0],86
50056071,90120401,1,[0],5005607,Victoria,"{""1"":4735,""2"":2449,""3"":4258,""4"":4411,""5"":4209,""6"":3097,""7"":2196,""8"":1689,""9"":4476,""10"":3695}",15,[2],2,[0],87
50056072,90120408,1,[0],5005607,Perry,"{""1"":3202,""2"":2569,""3"":2604,""4"":3132,""5"":2604,""6"":2780,""7"":2780,""8"":3237,""9"":3167,""10"":3167}",13,[3],2,[0],85
50056073,90120406,1,[0],5005607,Michaelia,"{""1"":2724,""2"":3589,""3"":2122,""4"":2632,""5"":1807,""6"":2956,""7"":3797,""8"":4089,""9"":2674,""10"":3132}",12,[4],2,[0],84
50056074,90120402,1,[0],5005607,Clyde,"{""1"":2280,""2"":3801,""3"":1974,""4"":2453,""5"":1897,""6"":3167,""7"":4209,""8"":4680,""9"":2674,""10"":3343}",9,[5],2,[0],82
50056075,90120401,1,[0],5005607,Zero,"{""1"":4593,""2"":2725,""3"":5476,""4"":5030,""5"":5905,""6"":4220,""7"":2044,""8"":2602,""9"":4877,""10"":4103}",0,[1],2,[0],80
50056076,90120405,1,[0],5005607,Lynn,"{""1"":3650,""2"":2322,""3"":3619,""4"":4184,""5"":4227,""6"":3252,""7"":2385,""8"":1374,""9"":4134,""10"":3484}",0,[2],2,[0],86
50056077,90120401,1,[0],5005607,Adolph,"{""1"":4065,""2"":3600,""3"":3600,""4"":4065,""5"":3754,""6"":3871,""7"":3639,""8"":3716,""9"":4220,""10"":4258}",14,[3],2,[0],91
50056078,90120406,1,[0],5005607,Fanny,"{""1"":2299,""2"":3484,""3"":1986,""4"":2434,""5"":1585,""6"":2632,""7"":3473,""8"":4335,""9"":2508,""10"":3252}",5,[4],2,[0],90
50056079,90120407,1,[0],5005607,Kelly,"{""1"":4146,""2"":5063,""3"":2764,""4"":3191,""5"":2113,""6"":4065,""7"":5737,""8"":5690,""9"":3407,""10"":4567}",15,[5],2,[0],91
50056080,90120407,1,[0],5005608,Brian,"{""1"":2052,""2"":1478,""3"":2411,""4"":2942,""5"":2447,""6"":1741,""7"":1023,""8"":1318,""9"":2729,""10"":2168}",32,[1],2,[0],82
50056081,90120408,1,[0],5005608,Nick,"{""1"":3596,""2"":2246,""3"":3088,""4"":3841,""5"":3834,""6"":2949,""7"":2132,""8"":1279,""9"":4008,""10"":3234}",43,[2],2,[0],82
50056082,90120404,1,[0],5005608,Deirdre,"{""1"":2701,""2"":2310,""3"":2168,""4"":2701,""5"":2097,""6"":2132,""7"":2097,""8"":2487,""9"":2843,""10"":2665}",0,[3],2,[0],94
50056083,90120402,1,[0],5005608,Stephanie,"{""1"":2750,""2"":3539,""3"":2303,""4"":2567,""5"":1802,""6"":2843,""7"":3603,""8"":3831,""9"":2615,""10"":3305}",10,[4],2,[0],85
50056084,90120403,1,[0],5005608,Yves,"{""1"":2654,""2"":3667,""3"":2024,""4"":2477,""5"":2015,""6"":3163,""7"":3973,""8"":4477,""9"":2758,""10"":3376}",12,[5],2,[0],80
50056085,90120407,1,[0],5005608,Mamie,"{""1"":3037,""2"":1877,""3"":3596,""4"":3776,""5"":3219,""6"":2228,""7"":1337,""8"":1560,""9"":3611,""10"":2932}",27,[1],2,[0],90
50056086,90120408,1,[0],5005608,Roxanne,"{""1"":5125,""2"":2908,""3"":4902,""4"":4945,""5"":5082,""6"":3752,""7"":2501,""8"":1544,""9"":5206,""10"":3948}",3,[2],2,[0],98
50056087,90120405,1,[0],5005608,Bernie,"{""1"":3479,""2"":3010,""3"":2658,""4"":3596,""5"":3479,""6"":3362,""7"":2736,""8"":2932,""9"":3636,""10"":3518}",33,[3],2,[0],91
50056088,90120403,1,[0],5005608,Yetta,"{""1"":1689,""2"":2439,""3"":1689,""4"":2060,""5"":1220,""6"":1877,""7"":2439,""8"":3229,""9"":2158,""10"":2815}",1,[4],2,[0],96
50056089,90120406,1,[0],5005608,Sampson,"{""1"":3975,""2"":4925,""3"":3090,""4"":3223,""5"":2846,""6"":4066,""7"":4726,""8"":4871,""9"":3533,""10"":4417}",27,[5],2,[0],92
50056090,90120404,1,[0],5005609,Gary,"{""1"":2788,""2"":1722,""3"":3301,""4"":3466,""5"":2955,""6"":2045,""7"":1227,""8"":1432,""9"":3315,""10"":2691}",12,[1],2,[0],93
50056091,90120403,1,[0],5005609,Will,"{""1"":4828,""2"":2497,""3"":4341,""4"":4498,""5"":4291,""6"":3157,""7"":2239,""8"":1722,""9"":4564,""10"":3767}",8,[2],2,[0],93
50056092,90120408,1,[0],5005609,Darlene,"{""1"":3839,""2"":3373,""3"":2978,""4"":3767,""5"":3732,""6"":3588,""7"":3014,""8"":4413,""9"":3911,""10"":3803}",7,[3],2,[0],88
50056093,90120406,1,[0],5005609,Maureen,"{""1"":2325,""2"":3143,""3"":1841,""4"":2287,""5"":1586,""6"":2368,""7"":2752,""8"":3818,""9"":2411,""10"":2763}",24,[4],2,[0],85
50056094,90120407,1,[0],5005609,Mick,"{""1"":3520,""2"":4693,""3"":2806,""4"":2958,""5"":2009,""6"":3193,""7"":4478,""8"":4672,""9"":3272,""10"":4126}",3,[5],2,[0],89
50056095,90120403,1,[0],5005609,Hazel,"{""1"":2113,""2"":1579,""3"":2542,""4"":3358,""5"":3410,""6"":2368,""7"":1161,""8"":1630,""9"":3126,""10"":2526}",1,[1],2,[0],95
50056096,90120402,1,[0],5005609,Tim,"{""1"":2179,""2"":1610,""3"":2301,""4"":3087,""5"":2719,""6"":1973,""7"":1516,""8"":1125,""9"":3174,""10"":2368}",7,[2],2,[0],98
50056097,90120403,1,[0],5005609,Ben,"{""1"":3512,""2"":3039,""3"":2684,""4"":3631,""5"":3512,""6"":3395,""7"":2763,""8"":2960,""9"":3671,""10"":3552}",12,[3],2,[0],95
50056098,90120406,1,[0],5005609,Page,"{""1"":2344,""2"":3552,""3"":2025,""4"":2483,""5"":1616,""6"":2684,""7"":3540,""8"":4421,""9"":2558,""10"":3315}",0,[4],2,[0],88
50056099,90120406,1,[0],5005609,Saxon,"{""1"":4227,""2"":5162,""3"":2818,""4"":3254,""5"":2155,""6"":4144,""7"":5849,""8"":5801,""9"":3473,""10"":4657}",1,[5],2,[0],83
50056100,90120402,1,[0],5005610,Hale,"{""1"":4564,""2"":2666,""3"":4749,""4"":4749,""5"":4695,""6"":3296,""7"":1695,""8"":2434,""9"":4608,""10"":3876}",33,[1],2,[0],98
50056101,90120401,1,[0],5005610,Constance,"{""1"":4707,""2"":2521,""3"":3825,""4"":4624,""5"":5133,""6"":3876,""7"":2666,""8"":1847,""9"":4390,""10"":3876}",23,[2],2,[0],85
50056102,90120408,1,[0],5005610,Solomon,"{""1"":4021,""2"":3405,""3"":3296,""4"":3876,""5"":3478,""6"":3478,""7"":3188,""8"":3369,""9"":4021,""10"":4130}",10,[3],2,[0],80
50056103,90120404,1,[0],5005610,Benedict,"{""1"":2804,""2"":3695,""3"":2184,""4"":2710,""5"":1860,""6"":3043,""7"":3909,""8"":4209,""9"":2753,""10"":3224}",3,[4],2,[0],94
50056104,90120403,1,[0],5005610,Elsa,"{""1"":3554,""2"":4956,""3"":2802,""4"":2987,""5"":2460,""6"":4456,""7"":5792,""8"":5934,""9"":3275,""10"":4419}",39,[5],2,[0],86
50056105,90120404,1,[0],5005610,Tracy,"{""1"":2803,""2"":2360,""3"":4720,""4"":4583,""5"":5541,""6"":3785,""7"":1579,""8"":1925,""9"":4303,""10"":3387}",16,[1],2,[0],90
50056106,90120407,1,[0],5005610,Maurice,"{""1"":3666,""2"":1881,""3"":2586,""4"":3711,""5"":3109,""6"":2311,""7"":1817,""8"":1176,""9"":3730,""10"":3109}",21,[2],2,[0],83
50056107,90120504,1,[0],5005610,Beacher,"{""1"":3626,""2"":2908,""3"":2949,""4"":3546,""5"":2949,""6"":3148,""7"":3148,""8"":3666,""9"":3586,""10"":3586}",17,[3],2,[0],96
