Id,CardId,Quality,Star,AbilityAdd,Sklv,AbilityRatio,Power
103033400,103033,4,0,"{""1"":171,""2"":256,""3"":149,""4"":173,""5"":120,""6"":204,""7"":268,""8"":289,""9"":175,""10"":223}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":109,""2"":119,""3"":99,""4"":115,""5"":107,""6"":115,""7"":116,""8"":116,""9"":121,""10"":123}",203
103034301,103034,3,1,"{""1"":26,""2"":43,""3"":26,""4"":30,""5"":24,""6"":36,""7"":39,""8"":51,""9"":29,""10"":37}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":83,""2"":90,""3"":81,""4"":89,""5"":101,""6"":89,""7"":85,""8"":91,""9"":102,""10"":93}",34
103034302,103034,3,2,"{""1"":53,""2"":86,""3"":51,""4"":61,""5"":47,""6"":71,""7"":78,""8"":102,""9"":59,""10"":74}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":83,""2"":100,""3"":81,""4"":99,""5"":101,""6"":99,""7"":85,""8"":101,""9"":102,""10"":103}",68
103034303,103034,3,3,"{""1"":79,""2"":130,""3"":77,""4"":91,""5"":71,""6"":107,""7"":117,""8"":153,""9"":88,""10"":112}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":93,""2"":110,""3"":81,""4"":99,""5"":111,""6"":109,""7"":85,""8"":101,""9"":102,""10"":113}",103
103034304,103034,3,4,"{""1"":105,""2"":173,""3"":102,""4"":121,""5"":95,""6"":142,""7"":156,""8"":204,""9"":118,""10"":149}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":93,""2"":110,""3"":91,""4"":109,""5"":111,""6"":109,""7"":95,""8"":111,""9"":112,""10"":113}",137
103034305,103034,3,5,"{""1"":131,""2"":216,""3"":128,""4"":151,""5"":118,""6"":178,""7"":195,""8"":255,""9"":147,""10"":186}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":93,""2"":110,""3"":91,""4"":119,""5"":121,""6"":119,""7"":95,""8"":121,""9"":122,""10"":113}",171
103034400,103034,4,0,"{""1"":158,""2"":259,""3"":153,""4"":182,""5"":142,""6"":214,""7"":234,""8"":306,""9"":177,""10"":223}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":103,""2"":120,""3"":101,""4"":119,""5"":121,""6"":119,""7"":105,""8"":121,""9"":122,""10"":123}",205
103035301,103035,3,1,"{""1"":27,""2"":40,""3"":25,""4"":30,""5"":20,""6"":34,""7"":46,""8"":50,""9"":29,""10"":35}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":84,""2"":84,""3"":79,""4"":89,""5"":88,""6"":86,""7"":98,""8"":89,""9"":102,""10"":88}",34
103035302,103035,3,2,"{""1"":53,""2"":81,""3"":50,""4"":61,""5"":41,""6"":69,""7"":92,""8"":100,""9"":59,""10"":70}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":84,""2"":94,""3"":79,""4"":99,""5"":88,""6"":96,""7"":98,""8"":99,""9"":102,""10"":98}",68
103035303,103035,3,3,"{""1"":80,""2"":121,""3"":75,""4"":91,""5"":61,""6"":103,""7"":137,""8"":150,""9"":88,""10"":106}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":94,""2"":104,""3"":79,""4"":99,""5"":98,""6"":106,""7"":98,""8"":99,""9"":102,""10"":108}",101
103035304,103035,3,4,"{""1"":107,""2"":161,""3"":99,""4"":121,""5"":81,""6"":138,""7"":183,""8"":199,""9"":118,""10"":141}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":94,""2"":104,""3"":89,""4"":109,""5"":98,""6"":106,""7"":108,""8"":109,""9"":112,""10"":108}",135
103035305,103035,3,5,"{""1"":133,""2"":202,""3"":124,""4"":151,""5"":101,""6"":172,""7"":229,""8"":249,""9"":147,""10"":176}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":94,""2"":104,""3"":89,""4"":119,""5"":108,""6"":116,""7"":108,""8"":119,""9"":122,""10"":108}",168
103035400,103035,4,0,"{""1"":160,""2"":242,""3"":149,""4"":182,""5"":122,""6"":206,""7"":275,""8"":299,""9"":177,""10"":211}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":104,""2"":114,""3"":99,""4"":119,""5"":108,""6"":116,""7"":118,""8"":119,""9"":122,""10"":118}",202
103036301,103036,3,1,"{""1"":30,""2"":44,""3"":26,""4"":29,""5"":19,""6"":30,""7"":39,""8"":45,""9"":30,""10"":37}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":93,""2"":92,""3"":82,""4"":85,""5"":83,""6"":75,""7"":85,""8"":81,""9"":105,""10"":93}",33
103036302,103036,3,2,"{""1"":60,""2"":88,""3"":52,""4"":58,""5"":38,""6"":60,""7"":78,""8"":91,""9"":61,""10"":74}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":93,""2"":102,""3"":82,""4"":95,""5"":83,""6"":85,""7"":85,""8"":91,""9"":105,""10"":103}",66
103036303,103036,3,3,"{""1"":90,""2"":132,""3"":78,""4"":87,""5"":57,""6"":90,""7"":117,""8"":136,""9"":91,""10"":112}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":103,""2"":112,""3"":82,""4"":95,""5"":93,""6"":95,""7"":85,""8"":91,""9"":105,""10"":113}",99
103036304,103036,3,4,"{""1"":120,""2"":177,""3"":104,""4"":116,""5"":76,""6"":120,""7"":156,""8"":181,""9"":122,""10"":149}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":103,""2"":112,""3"":92,""4"":105,""5"":93,""6"":95,""7"":95,""8"":101,""9"":115,""10"":113}",132
103036305,103036,3,5,"{""1"":149,""2"":221,""3"":130,""4"":145,""5"":95,""6"":150,""7"":195,""8"":227,""9"":152,""10"":186}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":103,""2"":112,""3"":92,""4"":115,""5"":103,""6"":105,""7"":95,""8"":111,""9"":125,""10"":113}",165
103036400,103036,4,0,"{""1"":179,""2"":265,""3"":156,""4"":173,""5"":114,""6"":180,""7"":234,""8"":272,""9"":182,""10"":223}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":113,""2"":122,""3"":102,""4"":115,""5"":103,""6"":105,""7"":105,""8"":111,""9"":125,""10"":123}",198
103037301,103037,3,1,"{""1"":33,""2"":33,""3"":27,""4"":37,""5"":32,""6"":34,""7"":34,""8"":35,""9"":36,""10"":38}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":93,""2"":82,""3"":78,""4"":92,""5"":89,""6"":85,""7"":95,""8"":88,""9"":100,""10"":94}",34
103037302,103037,3,2,"{""1"":66,""2"":66,""3"":54,""4"":74,""5"":63,""6"":68,""7"":68,""8"":70,""9"":72,""10"":75}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":93,""2"":92,""3"":78,""4"":102,""5"":89,""6"":95,""7"":95,""8"":98,""9"":100,""10"":104}",68
103037303,103037,3,3,"{""1"":100,""2"":98,""3"":82,""4"":110,""5"":95,""6"":102,""7"":102,""8"":106,""9"":108,""10"":113}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":103,""2"":102,""3"":78,""4"":102,""5"":99,""6"":105,""7"":95,""8"":98,""9"":100,""10"":114}",102
103037304,103037,3,4,"{""1"":133,""2"":131,""3"":109,""4"":147,""5"":126,""6"":136,""7"":136,""8"":141,""9"":144,""10"":150}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":103,""2"":102,""3"":88,""4"":112,""5"":99,""6"":105,""7"":105,""8"":108,""9"":110,""10"":114}",135
103037305,103037,3,5,"{""1"":166,""2"":164,""3"":136,""4"":184,""5"":158,""6"":170,""7"":170,""8"":176,""9"":180,""10"":188}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":103,""2"":102,""3"":88,""4"":122,""5"":109,""6"":115,""7"":105,""8"":118,""9"":120,""10"":114}",169
103037400,103037,4,0,"{""1"":199,""2"":197,""3"":163,""4"":221,""5"":190,""6"":204,""7"":204,""8"":211,""9"":216,""10"":226}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":113,""2"":112,""3"":98,""4"":122,""5"":109,""6"":115,""7"":115,""8"":118,""9"":120,""10"":124}",203
103038301,103038,3,1,"{""1"":38,""2"":24,""3"":37,""4"":43,""5"":44,""6"":34,""7"":25,""8"":14,""9"":43,""10"":36}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":92,""2"":75,""3"":95,""4"":94,""5"":94,""6"":84,""7"":87,""8"":71,""9"":99,""10"":90}",34
103038302,103038,3,2,"{""1"":75,""2"":48,""3"":75,""4"":86,""5"":87,""6"":67,""7"":49,""8"":28,""9"":85,""10"":72}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":92,""2"":85,""3"":95,""4"":104,""5"":94,""6"":94,""7"":87,""8"":81,""9"":99,""10"":100}",67
103038303,103038,3,3,"{""1"":113,""2"":72,""3"":112,""4"":130,""5"":131,""6"":101,""7"":74,""8"":43,""9"":128,""10"":108}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":102,""2"":95,""3"":95,""4"":104,""5"":104,""6"":104,""7"":87,""8"":81,""9"":99,""10"":110}",101
103038304,103038,3,4,"{""1"":151,""2"":96,""3"":150,""4"":173,""5"":175,""6"":134,""7"":99,""8"":57,""9"":171,""10"":144}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":102,""2"":95,""3"":105,""4"":114,""5"":104,""6"":104,""7"":97,""8"":91,""9"":109,""10"":110}",135
103038305,103038,3,5,"{""1"":189,""2"":120,""3"":187,""4"":216,""5"":218,""6"":168,""7"":123,""8"":71,""9"":214,""10"":180}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":102,""2"":95,""3"":105,""4"":124,""5"":114,""6"":114,""7"":97,""8"":101,""9"":119,""10"":110}",169
103038400,103038,4,0,"{""1"":226,""2"":144,""3"":224,""4"":259,""5"":262,""6"":202,""7"":148,""8"":85,""9"":256,""10"":216}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":112,""2"":105,""3"":115,""4"":124,""5"":114,""6"":114,""7"":107,""8"":101,""9"":119,""10"":120}",202
103039301,103039,3,1,"{""1"":31,""2"":40,""3"":26,""4"":29,""5"":20,""6"":32,""7"":41,""8"":43,""9"":29,""10"":37}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":96,""2"":83,""3"":82,""4"":85,""5"":88,""6"":80,""7"":88,""8"":77,""9"":102,""10"":93}",33
103039302,103039,3,2,"{""1"":62,""2"":80,""3"":52,""4"":58,""5"":41,""6"":64,""7"":81,""8"":86,""9"":59,""10"":74}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":96,""2"":93,""3"":82,""4"":95,""5"":88,""6"":90,""7"":88,""8"":87,""9"":102,""10"":103}",66
103039303,103039,3,3,"{""1"":93,""2"":120,""3"":78,""4"":87,""5"":61,""6"":96,""7"":122,""8"":129,""9"":88,""10"":112}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":106,""2"":103,""3"":82,""4"":95,""5"":98,""6"":100,""7"":88,""8"":87,""9"":102,""10"":113}",99
103039304,103039,3,4,"{""1"":124,""2"":159,""3"":104,""4"":116,""5"":81,""6"":128,""7"":162,""8"":172,""9"":118,""10"":149}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":106,""2"":103,""3"":92,""4"":105,""5"":98,""6"":100,""7"":98,""8"":97,""9"":112,""10"":113}",131
103039305,103039,3,5,"{""1"":155,""2"":199,""3"":130,""4"":145,""5"":101,""6"":160,""7"":203,""8"":216,""9"":147,""10"":186}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":106,""2"":103,""3"":92,""4"":115,""5"":108,""6"":110,""7"":98,""8"":107,""9"":122,""10"":113}",164
103039400,103039,4,0,"{""1"":186,""2"":239,""3"":156,""4"":173,""5"":122,""6"":192,""7"":243,""8"":259,""9"":177,""10"":223}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":116,""2"":113,""3"":102,""4"":115,""5"":108,""6"":110,""7"":108,""8"":107,""9"":122,""10"":123}",197
103040301,103040,3,1,"{""1"":38,""2"":24,""3"":37,""4"":47,""5"":44,""6"":31,""7"":16,""8"":20,""9"":44,""10"":37}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":100,""2"":74,""3"":90,""4"":102,""5"":91,""6"":78,""7"":76,""8"":72,""9"":101,""10"":93}",34
103040302,103040,3,2,"{""1"":76,""2"":47,""3"":74,""4"":94,""5"":87,""6"":62,""7"":32,""8"":40,""9"":87,""10"":74}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":100,""2"":84,""3"":90,""4"":112,""5"":91,""6"":88,""7"":76,""8"":82,""9"":101,""10"":103}",67
103040303,103040,3,3,"{""1"":113,""2"":71,""3"":110,""4"":141,""5"":131,""6"":94,""7"":48,""8"":60,""9"":131,""10"":112}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":110,""2"":94,""3"":90,""4"":112,""5"":101,""6"":98,""7"":76,""8"":82,""9"":101,""10"":113}",101
103040304,103040,3,4,"{""1"":151,""2"":95,""3"":147,""4"":188,""5"":175,""6"":125,""7"":63,""8"":81,""9"":175,""10"":149}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":110,""2"":94,""3"":100,""4"":122,""5"":101,""6"":98,""7"":86,""8"":92,""9"":111,""10"":113}",135
103040305,103040,3,5,"{""1"":189,""2"":118,""3"":184,""4"":235,""5"":219,""6"":156,""7"":79,""8"":101,""9"":218,""10"":186}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":110,""2"":94,""3"":100,""4"":132,""5"":111,""6"":108,""7"":86,""8"":102,""9"":121,""10"":113}",169
103040400,103040,4,0,"{""1"":227,""2"":142,""3"":221,""4"":282,""5"":262,""6"":187,""7"":95,""8"":121,""9"":262,""10"":223}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":120,""2"":104,""3"":110,""4"":132,""5"":111,""6"":108,""7"":96,""8"":102,""9"":121,""10"":123}",202
103041301,103041,3,1,"{""1"":37,""2"":25,""3"":40,""4"":46,""5"":46,""6"":35,""7"":19,""8"":23,""9"":43,""10"":36}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":98,""2"":79,""3"":98,""4"":99,""5"":95,""6"":88,""7"":91,""8"":83,""9"":100,""10"":91}",35
103041302,103041,3,2,"{""1"":74,""2"":51,""3"":81,""4"":91,""5"":92,""6"":70,""7"":39,""8"":46,""9"":86,""10"":73}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":98,""2"":89,""3"":98,""4"":109,""5"":95,""6"":98,""7"":91,""8"":93,""9"":100,""10"":101}",70
103041303,103041,3,3,"{""1"":111,""2"":76,""3"":121,""4"":137,""5"":138,""6"":106,""7"":58,""8"":70,""9"":130,""10"":109}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":108,""2"":99,""3"":98,""4"":109,""5"":105,""6"":108,""7"":91,""8"":93,""9"":100,""10"":111}",106
103041304,103041,3,4,"{""1"":148,""2"":101,""3"":162,""4"":182,""5"":184,""6"":141,""7"":78,""8"":93,""9"":173,""10"":146}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":108,""2"":99,""3"":108,""4"":119,""5"":105,""6"":108,""7"":101,""8"":103,""9"":110,""10"":111}",141
103041305,103041,3,5,"{""1"":185,""2"":126,""3"":202,""4"":228,""5"":230,""6"":176,""7"":97,""8"":116,""9"":216,""10"":182}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":108,""2"":99,""3"":108,""4"":129,""5"":115,""6"":118,""7"":101,""8"":113,""9"":120,""10"":111}",176
103041400,103041,4,0,"{""1"":222,""2"":152,""3"":243,""4"":273,""5"":275,""6"":211,""7"":117,""8"":139,""9"":259,""10"":218}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":118,""2"":109,""3"":118,""4"":129,""5"":115,""6"":118,""7"":111,""8"":113,""9"":120,""10"":121}",211
103042301,103042,3,1,"{""1"":39,""2"":25,""3"":35,""4"":43,""5"":50,""6"":37,""7"":25,""8"":13,""9"":43,""10"":37}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":95,""2"":78,""3"":90,""4"":94,""5"":106,""6"":93,""7"":87,""8"":66,""9"":99,""10"":92}",35
103042302,103042,3,2,"{""1"":78,""2"":50,""3"":70,""4"":86,""5"":100,""6"":74,""7"":49,""8"":26,""9"":85,""10"":74}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":95,""2"":88,""3"":90,""4"":104,""5"":106,""6"":103,""7"":87,""8"":76,""9"":99,""10"":102}",69
103042303,103042,3,3,"{""1"":117,""2"":75,""3"":106,""4"":130,""5"":150,""6"":112,""7"":74,""8"":40,""9"":128,""10"":110}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":105,""2"":98,""3"":90,""4"":104,""5"":116,""6"":113,""7"":87,""8"":76,""9"":99,""10"":112}",104
103042304,103042,3,4,"{""1"":156,""2"":100,""3"":141,""4"":173,""5"":200,""6"":149,""7"":99,""8"":53,""9"":171,""10"":147}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":105,""2"":98,""3"":100,""4"":114,""5"":116,""6"":113,""7"":97,""8"":86,""9"":109,""10"":112}",139
103042305,103042,3,5,"{""1"":196,""2"":125,""3"":176,""4"":216,""5"":250,""6"":186,""7"":123,""8"":66,""9"":214,""10"":184}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":105,""2"":98,""3"":100,""4"":124,""5"":126,""6"":123,""7"":97,""8"":96,""9"":119,""10"":112}",174
103042400,103042,4,0,"{""1"":235,""2"":150,""3"":211,""4"":259,""5"":300,""6"":223,""7"":148,""8"":79,""9"":256,""10"":221}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":115,""2"":108,""3"":110,""4"":124,""5"":126,""6"":123,""7"":107,""8"":96,""9"":119,""10"":122}",208
102001201,102001,2,1,"{""1"":25,""2"":26,""3"":20,""4"":22,""5"":15,""6"":23,""7"":27,""8"":36,""9"":22,""10"":29}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":85,""2"":62,""3"":69,""4"":74,""5"":72,""6"":66,""7"":65,""8"":74,""9"":85,""10"":82}",25
102001202,102001,2,2,"{""1"":50,""2"":52,""3"":40,""4"":44,""5"":30,""6"":46,""7"":55,""8"":73,""9"":45,""10"":57}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":85,""2"":67,""3"":69,""4"":79,""5"":72,""6"":71,""7"":65,""8"":79,""9"":85,""10"":87}",49
102001203,102001,2,3,"{""1"":76,""2"":78,""3"":60,""4"":66,""5"":46,""6"":69,""7"":82,""8"":109,""9"":67,""10"":86}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":90,""2"":72,""3"":69,""4"":79,""5"":77,""6"":76,""7"":65,""8"":79,""9"":85,""10"":92}",74
102001204,102001,2,4,"{""1"":101,""2"":104,""3"":81,""4"":88,""5"":61,""6"":92,""7"":109,""8"":145,""9"":90,""10"":115}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":90,""2"":72,""3"":74,""4"":84,""5"":77,""6"":76,""7"":70,""8"":84,""9"":90,""10"":92}",99
102001205,102001,2,5,"{""1"":126,""2"":130,""3"":101,""4"":110,""5"":76,""6"":116,""7"":137,""8"":181,""9"":112,""10"":144}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":90,""2"":72,""3"":74,""4"":89,""5"":82,""6"":81,""7"":70,""8"":89,""9"":95,""10"":92}",123
102001300,102001,3,0,"{""1"":151,""2"":156,""3"":121,""4"":132,""5"":91,""6"":139,""7"":164,""8"":218,""9"":134,""10"":172}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":95,""2"":77,""3"":79,""4"":89,""5"":82,""6"":81,""7"":75,""8"":89,""9"":95,""10"":97}",148
102002201,102002,2,1,"{""1"":27,""2"":17,""3"":32,""4"":34,""5"":29,""6"":20,""7"":12,""8"":14,""9"":32,""10"":26}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":79,""2"":60,""3"":85,""4"":84,""5"":66,""6"":57,""7"":62,""8"":57,""9"":82,""10"":75}",24
102002202,102002,2,2,"{""1"":54,""2"":34,""3"":64,""4"":68,""5"":58,""6"":40,""7"":24,""8"":28,""9"":65,""10"":53}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":79,""2"":65,""3"":85,""4"":89,""5"":66,""6"":62,""7"":62,""8"":62,""9"":82,""10"":80}",49
102002203,102002,2,3,"{""1"":82,""2"":50,""3"":97,""4"":101,""5"":86,""6"":60,""7"":36,""8"":42,""9"":97,""10"":79}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":84,""2"":70,""3"":85,""4"":89,""5"":71,""6"":67,""7"":62,""8"":62,""9"":82,""10"":85}",73
102002204,102002,2,4,"{""1"":109,""2"":67,""3"":129,""4"":135,""5"":115,""6"":80,""7"":48,""8"":56,""9"":129,""10"":105}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":84,""2"":70,""3"":90,""4"":94,""5"":71,""6"":67,""7"":67,""8"":67,""9"":87,""10"":85}",97
102002205,102002,2,5,"{""1"":136,""2"":84,""3"":161,""4"":169,""5"":144,""6"":100,""7"":60,""8"":70,""9"":162,""10"":131}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":84,""2"":70,""3"":90,""4"":99,""5"":76,""6"":72,""7"":67,""8"":72,""9"":92,""10"":85}",122
102002300,102002,3,0,"{""1"":163,""2"":101,""3"":193,""4"":203,""5"":173,""6"":120,""7"":72,""8"":84,""9"":194,""10"":158}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":89,""2"":75,""3"":95,""4"":99,""5"":76,""6"":72,""7"":72,""8"":72,""9"":92,""10"":90}",146
102003201,102003,2,1,"{""1"":22,""2"":31,""3"":18,""4"":22,""5"":17,""6"":26,""7"":26,""8"":35,""9"":22,""10"":27}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":76,""2"":73,""3"":62,""4"":74,""5"":81,""6"":73,""7"":62,""8"":72,""9"":83,""10"":77}",25
102003202,102003,2,2,"{""1"":45,""2"":61,""3"":36,""4"":44,""5"":35,""6"":51,""7"":52,""8"":71,""9"":44,""10"":54}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":76,""2"":78,""3"":62,""4"":79,""5"":81,""6"":78,""7"":62,""8"":77,""9"":83,""10"":82}",49
102003203,102003,2,3,"{""1"":67,""2"":92,""3"":54,""4"":66,""5"":52,""6"":77,""7"":78,""8"":106,""9"":66,""10"":81}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":81,""2"":83,""3"":62,""4"":79,""5"":86,""6"":83,""7"":62,""8"":77,""9"":83,""10"":87}",74
102003204,102003,2,4,"{""1"":89,""2"":123,""3"":72,""4"":88,""5"":69,""6"":102,""7"":104,""8"":141,""9"":87,""10"":108}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":81,""2"":83,""3"":67,""4"":84,""5"":86,""6"":83,""7"":67,""8"":82,""9"":88,""10"":87}",98
102003205,102003,2,5,"{""1"":112,""2"":153,""3"":90,""4"":110,""5"":86,""6"":128,""7"":130,""8"":176,""9"":109,""10"":135}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":81,""2"":83,""3"":67,""4"":89,""5"":91,""6"":88,""7"":67,""8"":87,""9"":93,""10"":87}",123
102003300,102003,3,0,"{""1"":134,""2"":184,""3"":108,""4"":132,""5"":104,""6"":153,""7"":156,""8"":212,""9"":131,""10"":162}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":86,""2"":88,""3"":72,""4"":89,""5"":91,""6"":88,""7"":72,""8"":87,""9"":93,""10"":92}",148
102004301,102004,3,1,"{""1"":30,""2"":26,""3"":23,""4"":32,""5"":26,""6"":26,""7"":25,""8"":30,""9"":34,""10"":31}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":86,""2"":64,""3"":68,""4"":79,""5"":76,""6"":66,""7"":72,""8"":75,""9"":95,""10"":78}",28
102004302,102004,3,2,"{""1"":61,""2"":51,""3"":46,""4"":63,""5"":53,""6"":53,""7"":50,""8"":60,""9"":68,""10"":62}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":86,""2"":74,""3"":68,""4"":89,""5"":76,""6"":76,""7"":72,""8"":85,""9"":95,""10"":88}",57
102004303,102004,3,3,"{""1"":91,""2"":77,""3"":70,""4"":95,""5"":79,""6"":79,""7"":74,""8"":90,""9"":102,""10"":94}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":96,""2"":84,""3"":68,""4"":89,""5"":86,""6"":86,""7"":72,""8"":85,""9"":95,""10"":98}",85
102004304,102004,3,4,"{""1"":122,""2"":102,""3"":93,""4"":126,""5"":106,""6"":106,""7"":99,""8"":120,""9"":136,""10"":125}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":96,""2"":84,""3"":78,""4"":99,""5"":86,""6"":86,""7"":82,""8"":95,""9"":105,""10"":98}",114
102004305,102004,3,5,"{""1"":152,""2"":128,""3"":116,""4"":158,""5"":132,""6"":132,""7"":124,""8"":150,""9"":170,""10"":156}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":96,""2"":84,""3"":78,""4"":109,""5"":96,""6"":96,""7"":82,""8"":105,""9"":115,""10"":98}",142
102004400,102004,4,0,"{""1"":182,""2"":154,""3"":139,""4"":190,""5"":158,""6"":158,""7"":149,""8"":180,""9"":204,""10"":187}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":106,""2"":94,""3"":88,""4"":109,""5"":96,""6"":96,""7"":92,""8"":105,""9"":115,""10"":108}",170
102005301,102005,3,1,"{""1"":35,""2"":22,""3"":30,""4"":37,""5"":37,""6"":29,""7"":21,""8"":12,""9"":39,""10"":31}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":86,""2"":68,""3"":78,""4"":81,""5"":82,""6"":72,""7"":75,""8"":62,""9"":91,""10"":78}",29
102005302,102005,3,2,"{""1"":70,""2"":44,""3"":60,""4"":75,""5"":75,""6"":58,""7"":42,""8"":25,""9"":78,""10"":62}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":86,""2"":78,""3"":78,""4"":91,""5"":82,""6"":82,""7"":75,""8"":72,""9"":91,""10"":88}",59
102005303,102005,3,3,"{""1"":105,""2"":65,""3"":90,""4"":112,""5"":112,""6"":86,""7"":62,""8"":37,""9"":117,""10"":94}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":96,""2"":88,""3"":78,""4"":91,""5"":92,""6"":92,""7"":75,""8"":72,""9"":91,""10"":98}",88
102005304,102005,3,4,"{""1"":140,""2"":87,""3"":120,""4"":149,""5"":150,""6"":115,""7"":83,""8"":50,""9"":156,""10"":125}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":96,""2"":88,""3"":88,""4"":101,""5"":92,""6"":92,""7"":85,""8"":82,""9"":101,""10"":98}",118
102005305,102005,3,5,"{""1"":175,""2"":109,""3"":150,""4"":186,""5"":187,""6"":144,""7"":104,""8"":62,""9"":194,""10"":156}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":96,""2"":88,""3"":88,""4"":111,""5"":102,""6"":102,""7"":85,""8"":92,""9"":111,""10"":98}",147
102005400,102005,4,0,"{""1"":210,""2"":131,""3"":180,""4"":224,""5"":225,""6"":173,""7"":125,""8"":74,""9"":233,""10"":187}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":106,""2"":98,""3"":98,""4"":111,""5"":102,""6"":102,""7"":95,""8"":92,""9"":111,""10"":108}",176
